id;the_geom;type;flats;height;levels
buildings.428;MULTIPOLYGON (((167766.153670328 5392195.523237489, 167758.36130597247 5392209.985581536, 167771.94228384923 5392217.370290334, 167778.65484914408 5392204.903799898, 167775.20394492947 5392203.030757218, 167771.01833207568 5392200.758542014, 167772.09813113636 5392198.747324971, 167766.153670328 5392195.523237489)));yes;1;0.0;0
buildings.429;MULTIPOLYGON (((168182.2993227605 5389818.801025793, 168175.26393094237 5389821.962890681, 168173.68319417312 5389818.448002109, 168167.1710039617 5389821.441029412, 168168.17287937884 5389823.697312166, 168168.75174073095 5389824.955919114, 168164.51046813172 5389826.889876463, 168166.78138574393 5389831.985702522, 168168.80740047636 5389831.080118766, 168170.57738037998 5389835.116874141, 168167.34911514696 5389836.605715918, 168170.77775546338 5389844.280161873, 168178.0580501613 5389840.995498223, 168174.74072933564 5389833.628032601, 168176.03203542883 5389830.588954738, 168180.2399121808 5389828.7317409795, 168183.31233012673 5389829.760115496, 168186.5405953597 5389828.301972558, 168182.2993227605 5389818.801025793)));yes;1;0.0;0
buildings.430;MULTIPOLYGON (((167601.41195590305 5390405.621726892, 167599.14103829084 5390404.68538741, 167594.57693916836 5390415.399572715, 167603.18193580664 5390419.08353614, 167607.61245154022 5390408.691693072, 167622.81869398258 5390415.169325051, 167627.92825861 5390403.073655736, 167616.7851775816 5390398.330561293, 167608.9037576334 5390394.968952141, 167607.55679179484 5390398.207762766, 167605.00757545567 5390397.117925885, 167602.74778979254 5390402.459662791, 167601.41195590305 5390405.621726892)));yes;1;0.0;0
buildings.431;MULTIPOLYGON (((167834.28119869347 5390787.5026280675, 167833.75799708674 5390787.6868336, 167831.8433018451 5390782.651883609, 167821.6241725903 5390786.58160044, 167823.53886783193 5390791.616552571, 167823.0156662252 5390791.846809593, 167824.7411183325 5390796.252395065, 167835.97325495357 5390791.908211469, 167834.28119869347 5390787.5026280675)));yes;1;0.0;0
buildings.432;MULTIPOLYGON (((166961.7590298558 5391630.020303534, 166969.15064404448 5391634.073194795, 166974.46058375534 5391624.201951374, 166967.06896956664 5391620.195119954, 166961.7590298558 5391630.020303534)));yes;1;0.0;0
buildings.433;MULTIPOLYGON (((166843.77150156404 5390706.621401293, 166847.57862814915 5390699.9440113995, 166836.9364848293 5390693.849937922, 166833.74161544352 5390699.805858554, 166833.50784451287 5390699.683056028, 166833.14049019327 5390700.266368039, 166843.77150156404 5390706.621401293)));yes;1;0.0;0
buildings.434;MULTIPOLYGON (((167940.1905622342 5392169.515639519, 167947.66010006645 5392151.614348286, 167936.77305386684 5392147.039238241, 167933.13290651792 5392155.774936901, 167929.3146479837 5392164.955873375, 167927.65598757088 5392164.249647169, 167925.89713961637 5392168.471652459, 167936.6394704779 5392172.985362063, 167938.39831843242 5392168.763354715, 167940.1905622342 5392169.515639519)));yes;1;0.0;0
buildings.435;MULTIPOLYGON (((166550.72294205072 5389742.76310498, 166547.28316978522 5389749.286317557, 166550.73407399983 5389751.1435153885, 166549.78785832805 5389752.939318606, 166559.31680673995 5389766.968083921, 166565.3725870391 5389762.808568138, 166561.23150198162 5389756.7611573795, 166566.90879601208 5389752.862574869, 166569.60272768926 5389756.837901144, 166574.4451255388 5389753.507222259, 166573.38759037625 5389752.0030450905, 166578.29677992023 5389748.610972982, 166575.16870222893 5389744.052398396, 166577.562071281 5389742.425432924, 166572.5972219916 5389735.196184144, 166569.34669286042 5389737.421748457, 166570.63799895364 5389739.386384979, 166562.15545375517 5389744.942624906, 166558.87152877683 5389747.091447867, 166550.72294205072 5389742.76310498)));yes;1;0.0;0
buildings.436;MULTIPOLYGON (((165377.7939953583 5390328.335663526, 165374.07592436584 5390339.049760526, 165391.6310080639 5390345.18964978, 165395.571718038 5390333.8615572825, 165386.3655961494 5390330.622769155, 165386.1318252187 5390331.236757335, 165377.7939953583 5390328.335663526)));yes;1;0.0;0
buildings.437;MULTIPOLYGON (((167103.14591511234 5391422.235243154, 167089.5872011337 5391426.856049745, 167089.18645096687 5391431.185179611, 167089.8321040135 5391433.058066206, 167087.2272279289 5391432.674277938, 167083.19746236218 5391440.703131815, 167092.57056348698 5391441.378599763, 167098.57068404072 5391439.459656858, 167102.54478986203 5391438.185478989, 167101.58744224126 5391435.130523126, 167106.8305902576 5391433.441854489, 167106.07361772022 5391431.139125028, 167103.14591511234 5391422.235243154)));yes;1;0.0;0
buildings.438;MULTIPOLYGON (((167417.36744177452 5390378.560019029, 167422.36568691113 5390379.496355872, 167421.87588115165 5390382.090469914, 167431.9168992212 5390383.932444819, 167431.56067685067 5390385.835819272, 167437.9949434185 5390387.0331034055, 167443.16016779133 5390383.4412514735, 167444.66298091703 5390375.198417053, 167438.8743673958 5390374.047183779, 167439.36417315528 5390371.345623591, 167436.82608876517 5390370.900480224, 167434.32140022234 5390370.470686652, 167433.56442768493 5390374.46162774, 167429.56805796546 5390373.724838487, 167427.49751543673 5390370.470686652, 167424.5475489307 5390369.994843789, 167425.03735469017 5390367.277935019, 167419.67175523393 5390366.249500835, 167417.36744177452 5390378.560019029)));yes;1;0.0;0
buildings.439;MULTIPOLYGON (((166320.80366576632 5390904.427828717, 166331.92448289655 5390903.767750577, 166331.39014934073 5390895.232790975, 166330.3882739236 5390895.278842893, 166328.339995293 5390895.401648014, 166328.1173563114 5390892.178014179, 166327.7500019918 5390886.160567359, 166324.28796582815 5390886.360125486, 166324.0875907447 5390882.399665084, 166318.22105357988 5390882.7987811705, 166319.0225539136 5390896.245933252, 166320.30272805772 5390896.184530683, 166320.80366576632 5390904.427828717)));yes;1;0.0;0
buildings.440;MULTIPOLYGON (((168385.4907893055 5392297.604533057, 168375.29392394878 5392296.437707857, 168374.36997217522 5392304.451957564, 168373.44602040164 5392312.54297915, 168372.92281879488 5392317.087464962, 168383.11968415158 5392318.269645757, 168383.6317538092 5392313.817277312, 168384.36646244847 5392307.3536703745, 168385.4907893055 5392297.604533057)));yes;1;0.0;0
buildings.441;MULTIPOLYGON (((167631.45708646814 5391637.158920014, 167636.06571338698 5391629.329469972, 167633.98403890914 5391628.085969691, 167631.71312129695 5391626.735006615, 167627.09336242906 5391634.564454464, 167631.45708646814 5391637.158920014)));yes;1;0.0;0
buildings.442;MULTIPOLYGON (((165455.04972196886 5388315.870857966, 165458.77892491044 5388322.147523962, 165472.72725710683 5388313.783752369, 165468.99805416525 5388307.507092037, 165455.04972196886 5388315.870857966)));yes;1;0.0;0
buildings.443;MULTIPOLYGON (((166383.09805281425 5390956.374590661, 166380.7826074057 5390957.648702257, 166380.67128791494 5390966.030211798, 166386.67140846865 5390962.729799627, 166383.09805281425 5390956.374590661)));yes;1;0.0;0
buildings.444;MULTIPOLYGON (((166967.3695321918 5390417.993696808, 166962.6718496803 5390413.757139494, 166971.6330686892 5390403.795097498, 166968.8612133684 5390401.44657452, 166971.56627699468 5390398.51475909, 166967.61443507153 5390394.876853275, 166963.4399541668 5390399.4510979485, 166953.2096929629 5390411.02486805, 166957.98529911792 5390415.460972092, 166964.41956568576 5390421.2785650445, 166967.3695321918 5390417.993696808)));yes;1;0.0;0
buildings.445;MULTIPOLYGON (((165676.37513356403 5390438.409018283, 165683.0097752153 5390448.585996093, 165699.46279595458 5390437.74897335, 165699.20676112574 5390437.349876438, 165701.3774911962 5390433.3589082565, 165697.55923266202 5390427.510607989, 165693.10645303028 5390427.971103937, 165692.8281543033 5390427.572007447, 165676.37513356403 5390438.409018283)));yes;1;0.0;0
buildings.446;MULTIPOLYGON (((166167.67257423105 5391753.020202422, 166157.21967404557 5391742.780383153, 166158.65569547683 5391741.291234968, 166153.2900960206 5391736.025486087, 166151.86520653844 5391737.5146334255, 166147.21205182327 5391732.970431986, 166145.37528022515 5391734.843379609, 166139.0189373009 5391728.64116107, 166133.0522125944 5391734.76661945, 166134.71087300716 5391736.393934892, 166128.86659974055 5391742.381230009, 166139.83156958365 5391753.096962728, 166137.41593663345 5391755.568644959, 166145.3084885307 5391763.290737163, 166147.6795936846 5391760.849757025, 166158.677959375 5391771.596215293, 166164.52223264164 5391765.562845041, 166166.21428890168 5391767.190165896, 166172.14761776096 5391761.0953902155, 166165.835802633 5391754.877802032, 166167.67257423105 5391753.020202422)));yes;1;0.0;0
buildings.447;MULTIPOLYGON (((168433.15779526316 5391754.386535982, 168433.32477449934 5391746.081073288, 168431.79969747545 5391746.050369185, 168429.31727283078 5391746.004313037, 168429.1391616455 5391754.309775665, 168433.15779526316 5391754.386535982)));yes;1;0.0;0
buildings.448;MULTIPOLYGON (((166874.1839864487 5389798.417767384, 166876.65527914435 5389792.569867944, 166883.9467057913 5389795.562886881, 166884.32519206003 5389794.672655505, 166874.48454907388 5389790.620568949, 166871.6347701096 5389797.358698707, 166874.1839864487 5389798.417767384)));yes;1;0.0;0
buildings.449;MULTIPOLYGON (((167059.78697344835 5391279.283056342, 167068.53668542474 5391284.057304464, 167069.73893592527 5391281.877422377, 167060.95582810172 5391277.133877927, 167059.78697344835 5391279.283056342)));yes;1;0.0;0
buildings.450;MULTIPOLYGON (((164861.11571079041 5390623.66860489, 164869.4646725999 5390637.514486321, 164871.86917360104 5390635.887363926, 164863.5981354351 5390622.1949868, 164861.11571079041 5390623.66860489)));yes;1;0.0;0
buildings.451;MULTIPOLYGON (((167767.8791224353 5390201.640103706, 167763.8382249195 5390205.492826587, 167764.62859330414 5390206.321699451, 167763.0812523821 5390207.795251386, 167756.71377750873 5390213.85830609, 167764.47274601704 5390222.070297905, 167776.4618551755 5390210.711656952, 167767.8791224353 5390201.640103706)));yes;1;0.0;0
buildings.452;MULTIPOLYGON (((166058.00061190155 5390698.746686822, 166057.70004927638 5390688.538733581, 166054.32706870537 5390688.630835363, 166054.52744378877 5390695.262166182, 166058.00061190155 5390698.746686822)));yes;1;0.0;0
buildings.453;MULTIPOLYGON (((167714.1452042294 5391271.975851768, 167730.44237768152 5391244.128700624, 167726.18997313324 5391241.65715487, 167728.21598786567 5391238.233834822, 167722.47190214074 5391236.314934006, 167721.02474876042 5391238.771127123, 167716.89479565198 5391236.330285211, 167707.5105625781 5391252.03458122, 167700.51969855628 5391263.931792894, 167704.69417946105 5391266.418695844, 167703.44740116413 5391268.521817998, 167708.61262553695 5391271.561367649, 167709.85940383386 5391269.458244803, 167714.1452042294 5391271.975851768)));yes;1;0.0;0
buildings.454;MULTIPOLYGON (((165875.22513996807 5390239.706918014, 165876.31607097783 5390246.476073552, 165880.06753781758 5390245.846741424, 165878.98773875684 5390239.10828545, 165875.22513996807 5390239.706918014)));yes;1;0.0;0
buildings.455;MULTIPOLYGON (((166814.88409370315 5391765.731717951, 166818.62442859382 5391767.512559679, 166822.11986060473 5391759.959336755, 166818.3795257141 5391758.224552682, 166814.88409370315 5391765.731717951)));yes;1;0.0;0
buildings.456;MULTIPOLYGON (((166984.4236781813 5390735.526112385, 167003.03629704195 5390741.957921756, 167006.130978886 5390732.855147514, 166987.50722807628 5390726.500096262, 166984.4236781813 5390735.526112385)));yes;1;0.0;0
buildings.457;MULTIPOLYGON (((166563.74732247353 5391745.236710583, 166564.40410746922 5391751.193307301, 166566.57483753972 5391750.916970253, 166567.09803914643 5391755.307659845, 166586.99083215118 5391753.066258605, 166585.53254682175 5391740.231944136, 166579.74393330055 5391740.907433928, 166579.5435582171 5391738.95772489, 166574.67889646944 5391739.495046238, 166574.84587570562 5391741.045602302, 166575.15757027987 5391743.778266094, 166563.74732247353 5391745.236710583)));yes;1;0.0;0
buildings.458;MULTIPOLYGON (((168451.84833776733 5392106.67703981, 168440.99468741496 5392110.2542073885, 168444.55691112037 5392120.893602381, 168445.71463382462 5392124.378659382, 168456.5348883297 5392120.740075667, 168451.84833776733 5392106.67703981)));yes;1;0.0;0
buildings.459;MULTIPOLYGON (((167049.69029563342 5392104.55837469, 167044.38035592256 5392107.659609306, 167050.60311545793 5392118.467880655, 167055.5123050019 5392115.61228501, 167056.1690899976 5392116.7483821, 167063.54957223716 5392112.541753041, 167063.2712735102 5392112.065820679, 167069.47176914738 5392108.611473609, 167067.83537263272 5392105.740528356, 167063.4827805427 5392098.171676957, 167058.25076447544 5392101.18079361, 167056.84813889145 5392098.801134954, 167048.98898284143 5392103.345515887, 167049.69029563342 5392104.55837469)));yes;1;0.0;0
buildings.460;MULTIPOLYGON (((168069.08740062374 5392260.49649322, 168066.05951047415 5392257.349148731, 168058.05563908612 5392249.012529225, 168054.2373805519 5392252.697222003, 168051.65476836552 5392255.199743352, 168053.38022047278 5392256.996032099, 168051.5991086201 5392258.715556698, 168047.23538458103 5392262.937605052, 168048.8606491466 5392264.626424932, 168046.20011331665 5392267.205714071, 168051.00911531888 5392272.226118207, 168053.68078309792 5392269.646827671, 168055.33944351078 5392271.381707534, 168061.39522380993 5392265.532246632, 168062.5974743105 5392266.775832499, 168069.08740062374 5392260.49649322)));yes;1;0.0;0
buildings.461;MULTIPOLYGON (((166605.35854813206 5390772.489889213, 166614.34203103906 5390777.233175239, 166614.84296874766 5390776.266097309, 166615.8003163685 5390774.424044387, 166611.23621724595 5390771.78376917, 166607.0617363412 5390769.5733067775, 166605.35854813206 5390772.489889213)));yes;1;0.0;0
buildings.462;MULTIPOLYGON (((166306.58816679203 5391412.870824897, 166317.0299350284 5391418.919316919, 166321.99478431777 5391410.322476651, 166323.23043066557 5391408.17326783, 166325.2230495508 5391404.703831787, 166320.30272805772 5391401.83310472, 166315.0929758886 5391398.824215268, 166316.62918486155 5391396.137707655, 166312.4992317531 5391393.727527206, 166308.19116745942 5391401.219045566, 166312.00942599363 5391403.460361663, 166306.58816679203 5391412.870824897)));yes;1;0.0;0
buildings.463;MULTIPOLYGON (((166756.04061086985 5390760.654710396, 166751.4653797982 5390772.321034414, 166759.11302881574 5390775.529276096, 166766.79407368047 5390778.691467548, 166771.61420763182 5390766.948383369, 166756.04061086985 5390760.654710396)));yes;1;0.0;0
buildings.464;MULTIPOLYGON (((165468.50824840573 5390357.131746032, 165465.38017071446 5390368.674763723, 165472.34877083814 5390370.593484815, 165472.53801397246 5390369.933444714, 165478.5158706281 5390371.514471079, 165478.14851630846 5390372.865251099, 165482.53450424573 5390374.077883326, 165485.84069312227 5390361.87481938, 165468.50824840573 5390357.131746032)));yes;1;0.0;0
buildings.465;MULTIPOLYGON (((166083.45937944594 5391977.546821236, 166070.64650605567 5391996.292161542, 166085.58558172008 5392006.609023499, 166091.5634383757 5391997.873465528, 166086.131047225 5391994.127464285, 166092.9660639597 5391984.117665117, 166083.45937944594 5391977.546821236)));yes;1;0.0;0
buildings.466;MULTIPOLYGON (((168516.83665649244 5392332.793593569, 168507.22978443696 5392333.776187054, 168507.374499775 5392335.234724452, 168507.67506240014 5392338.121093877, 168499.73798270657 5392338.950157602, 168494.9289807043 5392339.44145466, 168496.04217561227 5392350.296055659, 168519.9424702856 5392347.824214708, 168519.19662969728 5392340.546873134, 168517.63815682614 5392340.700403488, 168516.83665649244 5392332.793593569)));yes;1;0.0;0
